FID,Status,Score,Match_type,Match_addr,,AddNum,AddNumFrom,AddNumTo,StPreDir,StPreType,StName,StType,StDir,Nbrhd,City,Subregion,Region,Postal,PostalExt,Country,LangCode,Addr_type,StreetID,Distance,X,Y,DisplayX,DisplayY,Xmin,Ymin,Xmax,Ymax,ARC_Street,ARC_City,ARC_State,ARC_ZIP,UID,ProgType,Agency,ProgName,InvType,BedType,TargetPop,SubPop,PopB,PopC,McKVento,UtilizRate,Address,Address2,City_1,ZIP,GEOID,Contact,Title,Phone,Email,SPA,SD,CD,CTs,Beds,Units,PIT,SkidRow,Veterans
163,M,92.5,A,"1310 Wilshire Blvd, Los Angeles, CA, 90017",L,1310,1300,1398, , ,Wilshire,Blvd, , ,Los Angeles, ,CA,90017, ,USA,ENG,StreetAddress,6984000022,0,-118.266848,34.053856,-118.266848,34.053856,-118.316848,34.003856,-118.216848,34.103856,1310 WILSHIRE BLVD,Los Angeles, ,90021,038-010103,PSH,"Special Service for Groups, Inc.",Shelter Plus Care - Tenant Based Project (HACLA),C,0,SMF+HC,Family,NA,Mentally Ill,Yes,1,1310 WILSHIRE BLVD, ,Los Angeles,90021,62118,Elvira Quintos,Program Director,(213) 483-3000,equintos@apctc.org,SPA 4,SD 1,CD 1,209102,104, ,104, , 
164,M,90.87,A,"3101 Venice Blvd, Los Angeles, CA, 90019",R,3101,2601,3199, , ,Venice,Blvd, , ,Los Angeles, ,CA,90019, ,USA,ENG,StreetAddress,6984000017,0,-118.318682,34.04362,-118.318682,34.04362,-118.368682,33.99362,-118.268682,34.09362,3101 W Venice Blvd,Los Angeles, ,90019,011-001141,PSH,A Community of Friends,Arlington Square,U,0,SMF+HC,Family,NA, ,Yes,0,3101 W Venice Blvd, ,Los Angeles,90019,62118,Dora Leong Gallo,CEO,(213) 480-0812,dgallo@acof.org,SPA 4,SD 2,CD 10,218120,70, ,0, , 
165,M,100,A,"1063 S Eastman Ave, Los Angeles, CA, 90023",R,1063,1055,1099,S, ,Eastman,Ave, , ,Los Angeles, ,CA,90023, ,USA,ENG,StreetAddress,6984000017,0,-118.186275,34.020981,-118.186275,34.020981,-118.236275,33.970981,-118.136275,34.070981,1063 S. Eastman Ave.,Los Angeles, ,90023,011-001112,PSH,A Community of Friends,Las Flores Apartments,C,0,HC,Family,NA,Mentally Ill,Yes,0.75,1063 S. Eastman Ave., Suite 108,Los Angeles,90023,69037,Dora Leong Gallo,CEO,(213) 480-0809,dgallo@acof.org,SPA 7,SD 1,NA,531301,56, ,42, , 
166,M,100,A,"4125 Whittier Blvd, Los Angeles, CA, 90023",L,4125,4101,4137, , ,Whittier,Blvd, , ,Los Angeles, ,CA,90023, ,USA,ENG,StreetAddress,6984000016,0,-118.181743,34.023984,-118.181743,34.023984,-118.231743,33.973984,-118.131743,34.073984,4125 Whittier Blvd.,Los Angeles, ,90023,442-018801,PSH,East LA Community Corporation,Whittier Supportive Housing (aka Whittier Bonnie Beach),U,0,HC,Family,NA, ,Yes,0,4125 Whittier Blvd., ,Los Angeles,90023,69037,#N/A,#N/A,#N/A,#N/A,SPA 7,SD 1,NA,531202,25, ,0, , 
167,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,442-018800,PSH,"New Directions for Veterans, Inc.",Beswick Senior Apartments,C,0,SMF,Individual,NA,NA,No,0.94,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Ernesto Espinoza,Director,(323) 604-1953,eespninoza@elacc.org,SPA 5,SD 3,CD 11,267300,32, ,30, ,Veterans
168,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007865,PSH,"New Directions for Veterans, Inc.",El Monte Veterans Apartments,C,0,SMF,Individual,NA, ,Yes,0.9,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,40, ,36, ,Veterans
169,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007858,PSH,"New Directions for Veterans, Inc.",New Directions Sepulveda,C,0,SMF,Individual,NA,Multi-Diagnosed,Yes,0.91,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Dan Vetter, ,(310) 914-4045 x 111,dvetter@ndvets.org,SPA 5,SD 3,CD 11,267300,147, ,134, ,Veterans
170,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007856,TH,"New Directions for Veterans, Inc.",GPD - Oasis for Veteran Women- Keaveney House,C,0,SF,Individual,NA,Multi-Diagnosed,Yes,0.88,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,8, ,7, ,Veterans
171,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007859,TH,"New Directions for Veterans, Inc.",GPD - Oasis for Veteran Women- Mitchell House,C,0,SF,Individual,NA,Multi-Diagnosed,Yes,0.33,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,6, ,2, ,Veterans
172,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007861,PSH,"New Directions for Veterans, Inc.",Shelter Plus Care 1 - Tenant Based Project (HACLA),C,0,SM,Individual,NA,Multi-Diagnosed,Yes,0,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267100,16, ,0, ,Veterans
173,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007866,PSH,"New Directions for Veterans, Inc.",Shelter Plus Care 2 (S+C 2),C,0,SMF,Individual,NA, ,Yes,0.97,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,30, ,29, ,Veterans
174,M,100,A,"1300 Federal Ave, Los Angeles, CA, 90025",L,1300,1300,1346, , ,Federal,Ave, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000016,0,-118.456995,34.048335,-118.456995,34.048335,-118.506995,33.998335,-118.406995,34.098335,1300 Federal Ave.,Los Angeles, ,90025,152-004602,ES,"First To Serve, Inc.",Winter Shelter Program - Westside,C,Facility-based beds,SMF,Individual,NA,NA,Yes,0.96,1300 Federal Ave., ,Los Angeles,90025,69037,Richard Reed,Executive Director,(323) 758-4670,rreed@firsttoserve.org,SPA 5,SD 3,NA,701100,160, ,154, , 
175,M,100,A,"1401 S Sepulveda Blvd, Los Angeles, CA, 90025",R,1401,1401,1499,S, ,Sepulveda,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000027,0,-118.448394,34.052321,-118.448394,34.052321,-118.498394,34.002321,-118.398394,34.102321,1401 S SEPULVEDA BLVD,Los Angeles, ,90025,040-009425,TH,The Salvation Army,Westwood Transitional Village,C,0,HC,Family,NA,NA,Yes,0.8,1401 S SEPULVEDA BLVD, ,Los Angeles,90025,62118,Diane Goode,Director,(310) 477-9539,diane.goode@usw.salavationarmy.org,SPA 5,SD 3,CD 5,265520,153, ,123, ,Veterans
176,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007867,PSH,"New Directions for Veterans, Inc.",Shelter Plus Care 3 (S+C 3),C,0,SMF,Individual,NA, ,Yes,0.09,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,23, ,2, ,Veterans
177,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007851,TH,"New Directions for Veterans, Inc.",GPD - Veterans Opportunity Center North Buiding 257,C,0,SM,Individual,NA,Multi-Diagnosed,Yes,0.96,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,50, ,48, ,Veterans
178,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007854,TH,"New Directions for Veterans, Inc.",GPD - Veterans Opportunity Center-Building 116,C,0,SM,Individual,NA,Multi-Diagnosed,Yes,0.59,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,156, ,92, ,Veterans
179,M,100,A,"975 N Vendome St, Los Angeles, CA, 90026",L,975,961,999,N, ,Vendome,St, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000017,0,-118.27458,34.083918,-118.27458,34.083918,-118.32458,34.033918,-118.22458,34.133918,975 N. Vendome St.,Los Angeles, ,90026,011-001120,PSH,A Community of Friends,Vendome Palms,C,0,SMF+HC,Family,NA,Mentally Ill,No,0.92,975 N. Vendome St., ,Los Angeles,90026,62118,Dora Leong Gallo,CEO,(213) 480-0813,dgallo@acof.org,SPA 4,SD 1,CD 13,195801,37, ,34, , 
180,M,90.87,A,"660 Stanford Ave, Los Angeles, CA, 90021",L,660,600,668, , ,Stanford,Ave, , ,Los Angeles, ,CA,90021, ,USA,ENG,StreetAddress,6984000018,0,-118.244074,34.039266,-118.244074,34.039266,-118.294074,33.989266,-118.194074,34.089266,660 S. Stanford Ave.,Los Angeles, ,90021,028-006404,PSH,"LAMP Community, Inc.",Lamp Lodge SHP,C,0,SMF,Individual,NA,Mentally Ill,Yes,0.8,660 S. Stanford Ave., ,Los Angeles,90021,62118,Jose Manriquez,Manager,(213) 488-9559 x 203,josem@lampcommunity.org,SPA 4,SD 2,CD 14,206300,15, ,12,Skidrow, 
181,M,83.37,M,"1680 Vine St, Los Angeles, CA, 90028",R,1680,1600,1698, , ,Vine,St, , ,Los Angeles, ,CA,90028, ,USA,ENG,StreetAddress,6984000042,0,-118.326617,34.101248,-118.326618,34.101248,-118.376618,34.051248,-118.276618,34.151248,1680 N. VINE ST. SUITE 1005,LOS ANGELES, ,90025,121-007203,ES,Los Angeles Youth Network (LAYN),Taft Youth Shelter,C,Facility-based beds,YM,Youth,HIV,Youth (Ages 12-17),Yes,0.67,1680 N. Vine St. Suite 1005, ,Los Angeles,90025,62118,Chris Albidrez,Outreach Manager,(323) 957-7757,calbidrez@layn.org,SPA 4,SD 3,CD 13,190301,6, ,4, , 
182,M,100,A,"11420 Santa Monica Blvd, Los Angeles, CA, 90025",L,11420,11420,11498, , ,Santa Monica,Blvd, , ,Los Angeles, ,CA,90025, ,USA,ENG,StreetAddress,6984000018,0,-118.451323,34.04565,-118.451323,34.04565,-118.501323,33.99565,-118.401323,34.09565,11420 Santa Monica Boulevard,Los Angeles, ,90025,100-007864,RRH,"New Directions for Veterans, Inc.",SSVF - Supportive Services for Veteran Families,C,0,SMF+HC,Family,NA,NA,No,1,11420 Santa Monica Boulevard,PO Box 25536,Los Angeles,90025,62118,Achee Stevenson,Contract Compliance & Quality Assurance Officer,(310) 914-4045,astevenson@ndvets.org,SPA 5,SD 3,CD 11,267300,12, ,12, ,Veterans
183,M,95.59,A,"2737 W Sunset Blvd, Los Angeles, CA, 90026",R,2737,2701,2811,W, ,Sunset,Blvd, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000017,0,-118.270798,34.08107,-118.270798,34.08107,-118.320798,34.03107,-118.220798,34.13107,2737 W SUNSET BLVD,Bell, ,90026,040-009400,TH,The Salvation Army,The Salvation Army SC Division LA Alegria (aka Bethesda House at Alegria),C,0,HC,Family,HIV,NA,Yes,0.83,2737 W SUNSET BLVD, ,Bell,90026,62118,Xochitl Santamaria,Program Manager,(323) 454-4218,xochil.santamaria@usw.salvationarmy.org,SPA 4,SD 1,CD 13,195600,47, ,39, , 
184,M,100,A,"151 N Occidental Blvd, Los Angeles, CA, 90026",L,151,101,153,N, ,Occidental,Blvd, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000016,0,-118.279076,34.071371,-118.279076,34.071371,-118.329076,34.021371,-118.229076,34.121371,151 N OCCIDENTAL BLVD,Los Angeles, ,90026,157-010252,TH,St. Anne's Maternity Home,St. Anne's Transitional Housing,C,0,SFHC,Youth,NA,Youth (Emancipated Foster Youth),Yes,0.52,151 N OCCIDENTAL BLVD, ,Los Angeles,90026,62118,Amber Goggia,Program Director,(213) 381-2931,agoggia@stannes.org,SPA 4,SD 1,CD 13,208610,96, ,50, , 
185,M,100,A,"135 N Park View St, Los Angeles, CA, 90026",L,135,101,165,N, ,Park View,St, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000032,0,-118.273478,34.069057,-118.273478,34.069057,-118.323478,34.019057,-118.223478,34.119057,135 N. Park View Street,Los Angeles, ,90026,134-004501,TH,"Filipino American Service Group, Inc.",Park View House,C,0,SMF,Individual,NA,Substance Abusers,Yes,0.41,135 N. Park View Street, ,Los Angeles,90026,62118,Bryan C. Jones,Director of Transitional Programs,(213) 487-9804,bryanj@fasgi.org,SPA 4,SD 1,CD 13,208500,22, ,9, , 
186,M,100,A,"1004 Echo Park Ave, Los Angeles, CA, 90026",R,1004,800,1014, , ,Echo Park,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000016,0,-118.258854,34.074243,-118.258854,34.074243,-118.308854,34.024243,-118.208854,34.124243,1004 Echo Park Ave,Los Angeles, ,90026,105-008950,TH,Project New Hope,Transitional Residential Care Facility,C,0,SMF,Individual,HIV,Chronically Homeless,No,0.85,1004 Echo Park Ave, ,Los Angeles,90026,62118,Leigh Zweig,CO,(213) 250-9481,lzweig@projectnewhope.org,SPA 4,SD 1,CD 1,197500,20, ,17, , 
187,M,100,A,"1004 Echo Park Ave, Los Angeles, CA, 90026",R,1004,800,1014, , ,Echo Park,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000016,0,-118.258854,34.074243,-118.258854,34.074243,-118.308854,34.024243,-118.208854,34.124243,1004 Echo Park Ave,Los Angeles, ,90026,105-008951,TH,Project New Hope,Residential Care Facilities for the Chronically Ill,C,0,SMF,Individual,HIV,Chronically Homeless,No,0.95,1004 Echo Park Ave, ,Los Angeles,90026,62118,Leigh Zweig,CO,(213) 250-9481,lzweig@projectnewhope.org,SPA 4,SD 1,CD 1,197500,22, ,21, , 
188,M,100,A,"1245 Innes Ave, Los Angeles, CA, 90026",L,1245,1299,1101, , ,Innes,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000031,0,-118.249696,34.071424,-118.249696,34.071424,-118.299696,34.021424,-118.199696,34.121424,1245 Innes Ave.,Los Angeles, ,90026,263-005712,PSH,Hollywood Community Housing Corporation,Hollywood Community Housing Corporation - Scattered Sites (S+C),C,0,SMF+HC,Family,HIV,NA,Yes,0.95,1245 Innes Ave., ,Los Angeles,90026,62118,Consuelo Lopez,Program Manager,(323) 454-6204,clopez@hollywoodhousing.org,SPA 4,SD 1,CD 1,197700,209, ,199, , 
189,M,100,A,"1011 Waterloo St, Los Angeles, CA, 90026",L,1011,901,1099, , ,Waterloo,St, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000017,0,-118.267436,34.077829,-118.267436,34.077829,-118.317436,34.027829,-118.217436,34.127829,1011 Waterloo St.,Los Angeles, ,90026,263-005713,PSH,Hollywood Community Housing Corporation,Waterloo Heights Apartments,C,0,SMF,Individual,HIV, ,No,1,1011 Waterloo St., ,Los Angeles,90026,62118,Consuelo Lopez,Program Manager,(323) 454-6205,clopez@hollywoodhousing.org,SPA 4,SD 1,CD 13,195710,17, ,17, , 
190,M,100,A,"267 Belmont Ave, Los Angeles, CA, 90026",L,267,249,299, , ,Belmont,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000018,0,-118.263235,34.066113,-118.263235,34.066113,-118.313235,34.016113,-118.213235,34.116113,267 Belmont Ave.,Los Angeles, ,90026,257-005054,ES,Good Shepherd Shelter of Los Angeles,Languille Emergency Shelter at Good Shepherd Center for Homeless Women and Children,C,Facility-based beds,SF,Individual,NA, ,No,0.97,267 Belmont Ave., ,Los Angeles,90026,62118,Lois Lengel,Regional Manager,(323) 737-6112,llengel@goodshephercenter.org,SPA 4,SD 1,CD 13,208300,30, ,29, , 
191,M,100,A,"1671 Beverly Blvd, Los Angeles, CA, 90026",R,1671,1629,1679, , ,Beverly,Blvd, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000042,0,-118.265239,34.06445,-118.265239,34.06445,-118.315239,34.01445,-118.215239,34.11445,1671 Beverly Blvd.,Los Angeles, ,90026,013-002620,TH,"Catholic Charities of Los Angeles, Inc.",Farley House at Good Shepherd Center for Homeless Women and Children,C,0,SFHC,Family,NA,NA,Yes,1.03,1671 Beverly Blvd., ,Los Angeles,90026,62118,Carol Liu,Client Services Site Supervisor,(213) 235-1460,cliu@gschomeless.org,SPA 4,SD 1,CD 13,208300,37, ,38, , 
192,M,100,A,"1640 Rockwood St, Los Angeles, CA, 90026",L,1640,1600,1698, , ,Rockwood,St, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000017,0,-118.263966,34.064982,-118.263966,34.064982,-118.313966,34.014982,-118.213966,34.114982,1640 Rockwood St.,Los Angeles, ,90026,013-002604,TH,"Catholic Charities of Los Angeles, Inc.",Hawkes Transitional Residence,C,0,SF,Individual,NA,NA,Yes,1.03,1640 Rockwood St., ,Los Angeles,90026,62118,Carol Liu,Client Services Site Supervisor,(213) 235-1460,cliu@gschomeless.org,SPA 4,SD 1,CD 13,208300,30, ,31, , 
193,M,100,A,"1640 Rockwood St, Los Angeles, CA, 90026",L,1640,1600,1698, , ,Rockwood,St, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000017,0,-118.263966,34.064982,-118.263966,34.064982,-118.313966,34.014982,-118.213966,34.114982,1640 Rockwood St.,Los Angeles, ,90026,013-002624,RRH,"Catholic Charities of Los Angeles, Inc.",Hawkes Transitional Residence,C,0,SF,Individual,NA, ,Yes,1.03,1640 Rockwood St., ,Los Angeles,90026,62118,Carol Liu,Client Services Site Supervisor,(213) 235-1460,cliu@gschomeless.org,SPA 3,SD 1,NA,402702,16, ,16, , 
194,M,100,A,"2301 Bellevue Ave, Los Angeles, CA, 90026",R,2301,2217,2399, , ,Bellevue,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000016,0,-118.268897,34.07392,-118.268897,34.07392,-118.318897,34.02392,-118.218897,34.12392,2301 Bellevue Ave,Los Angeles, ,90026,413-017250,TH,Dream Center,Transitional Family Housing Program,C,0,SMF+HC,Family,NA,NA,No,0.51,2301 Bellevue Ave, ,Los Angeles,90026,62118,Katie Martinez,Program Director,(213) 273-7051,kmartinez@dreamcenter.org,SPA 4,SD 1,CD 13,195710,161, ,82, , 
195,M,100,A,"144 Union Pl, Los Angeles, CA, 90026",L,144,100,152, , ,Union,Pl, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000024,0,-118.264851,34.062815,-118.264851,34.062815,-118.314851,34.012815,-118.214851,34.112815,144 Union Place,Los Angeles, ,90026,011-001139,PSH,A Community of Friends,Beverly Terrace Apartments,U,0,SMF+HC,Family,NA, ,Yes,0,144 Union Place, Suite 107,Los Angeles,90026,62118,Dora Leong Gallo,CEO,(213) 480-0814,dgallo@acof.org,SPA 4,SD 1,CD 13,208300,53, ,0, , 
196,M,100,A,"1801 Lake Shore Ave, Los Angeles, CA, 90026",L,1801,1701,1831, , ,Lake Shore,Ave, , ,Los Angeles, ,CA,90026, ,USA,ENG,StreetAddress,6984000016,0,-118.255877,34.085558,-118.255877,34.085558,-118.305877,34.035558,-118.205877,34.135558,1801 LAKE SHORE AVE,Los Angeles, ,90026,083-011301,TH,Volunteers of America of Los Angeles,GPD - Billets,C,0,SMF,Individual,NA, ,No,0.78,1801 LAKE SHORE AVE, ,Los Angeles,90026,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 1,CD 13,197420,65, ,51, ,Veterans
197,M,92.5,A,"824 4th Ave, Los Angeles, CA, 90291",L,824,800,848, , ,4th,Ave, , ,Los Angeles, ,CA,90291, ,USA,ENG,StreetAddress,6984000017,0,-118.472194,33.994396,-118.472194,33.994396,-118.522194,33.944396,-118.422194,34.044396,824 4th Ave,Los Angeles, ,90019,044-008581,RRH,People Assisting the Homeless (PATH),FSC Rapid Re-Housing,N,0,HC,Family,NA, ,Yes,1,824 4th Ave, ,Los Angeles,90019,62118,Mario Cardona,Associate Director,(323) 960-3333,mcardona@epath.org,SPA 4,SD 2,CD 10,218120,4, ,4, , 
198,M,100,A,"1325 N Western Ave, Los Angeles, CA, 90027",L,1325,1301,1331,N, ,Western,Ave, , ,Los Angeles, ,CA,90027, ,USA,ENG,StreetAddress,6984000016,0,-118.309281,34.095413,-118.309281,34.095413,-118.359281,34.045413,-118.259281,34.145413,1325 N. Western Ave.,Los Angeles, ,90027,018-003805,TH,Covenant House of California,Rights of Passage,C,0,SMF,Youth,NA,Youth (Ages 18-25),Yes,1,1325 N. Western Ave., ,Los Angeles,90027,62118,Jesus Siordia,Residential Services Coordinator,(323) 461-3131,jsiordia@covca.org,SPA 4,SD 3,CD 13,190901,24, ,24, , 
199,M,100,A,"1325 N Western Ave, Los Angeles, CA, 90027",L,1325,1301,1331,N, ,Western,Ave, , ,Los Angeles, ,CA,90027, ,USA,ENG,StreetAddress,6984000016,0,-118.309281,34.095413,-118.309281,34.095413,-118.359281,34.045413,-118.259281,34.145413,1325 N. Western Ave.,Los Angeles, ,90027,018-003801,ES,Covenant House of California,Covenant House Emergency Shelter,C,Facility-based beds,SMF,Youth,NA,Youth (Ages 18-25),Yes,0.98,1325 N. Western Ave., ,Los Angeles,90027,62118,Jesus Siordia,Residential Services Coordinator,(323) 461-3131,jsiordia@covca.org,SPA 4,SD 3,CD 13,190901,48, ,47, , 
200,M,100,A,"4969 W Sunset Blvd, Los Angeles, CA, 90027",R,4969,4943,4999,W, ,Sunset,Blvd, , ,Los Angeles, ,CA,90027, ,USA,ENG,StreetAddress,6984000016,0,-118.297736,34.098187,-118.297736,34.098187,-118.347736,34.048187,-118.247736,34.148187,4969 W SUNSET BLVD,Los Angeles, ,90027,083-011290,TH,Volunteers of America of Los Angeles,GPD- Veteran Transitional Housing Hollywood Center,C,0,SMF,Individual,NA, ,No,1.26,4969 W SUNSET BLVD, ,Los Angeles,90027,62118,Henery Wilson,Program Director,(213) 799-1832,henerywil@aol.com,SPA 4,SD 3,CD 13,191201,50, ,63, ,Veterans
201,M,92.5,A,"616 W 81st St, Los Angeles, CA, 90044",L,616,518,728,W, ,81st,St, , ,Los Angeles, ,CA,90044, ,USA,ENG,StreetAddress,6984000017,0,-118.284793,33.965474,-118.284793,33.965474,-118.334793,33.915474,-118.234793,34.015474,616 W. 81st St.,Los Angeles, ,90027,105-008956,PSH,Project New Hope,"Ready, Willing, and Able (A): Norlin Lockwood, Hoover and Nyumba Apartments",C,0,SMF+HC,Family,HIV,NA,Yes,0.77,616 W. 81st St., ,Los Angeles,90027,62118,Brigitte Tweddell,Executive Director,(213) 250-9482,btweddell@projectnewhope.org,SPA 4,SD 1,CD 1,197500,116, ,89, , 
202,M,90.87,A,"1447 N Bronson Ave, Los Angeles, CA, 90028",L,1447,1401,1479,N, ,Bronson,Ave, , ,Los Angeles, ,CA,90028, ,USA,ENG,StreetAddress,6984000017,0,-118.318039,34.097117,-118.318039,34.097117,-118.368039,34.047117,-118.268039,34.147117,1447 Bronson Ave., , ,90028,278-007108,TH,Los Angeles Mission,Bronson,C,0,SMF+HC,Family,NA, ,No,0.76,1447 Bronson Ave., , ,90028,62118,Timothy Law,Dir. Men's Services,(213) 629-1228,tlaw@lamission.net,SPA 4,SD 2,CD 10,218110,76, ,58, , 
